term1	term2	score
shop assistant	supermarket shop worker	1
shop assistant	outlet centre shop assistant	1
shop assistant	shepherd	0
shop assistant	shepherds	0
shop assistant	household goods distribution manager	0
shop assistant	assistant household goods distribution manager	0
shop assistant	anodising machine operator	0
shop assistant	anodiser	0
shop assistant	biochemistry technician	0
shop assistant	chemistry technologist	0
fleet commander	fleet commander	1
fleet commander	deputy chief of naval staff	1
fleet commander	navy commander	1
fleet commander	venture capitalist	0
fleet commander	seed capital investors	0
fleet commander	insurance collector	0
fleet commander	insurance claims clerk	0
fleet commander	sales processor	0
fleet commander	order processor	0
fleet commander	gemmologist	0
fleet commander	gemmology research analyst	0
animal therapist	animal therapist	1
animal therapist	animal rehab therapist	1
animal therapist	animal rehabilitation therapist	1
animal therapist	pension scheme manager	0
animal therapist	pension services manager	0
animal therapist	bartender	0
animal therapist	bar staff	0
animal therapist	front of house manager	0
animal therapist	theatre front of house manager	0
animal therapist	3d printing technician	0
animal therapist	3d printing operator	0
paramedic in emergency responses	paramedic in emergency responses	1
paramedic in emergency responses	specialist paramedic	1
paramedic in emergency responses	expert paramedic	1
paramedic in emergency responses	viticulture adviser	0
paramedic in emergency responses	viticulturist	0
paramedic in emergency responses	hydrologist	0
paramedic in emergency responses	hydrology researcher	0
paramedic in emergency responses	sociology lecturer	0
paramedic in emergency responses	instructor in sociology	0
paramedic in emergency responses	checkout supervisor	0
paramedic in emergency responses	checkout manager	0
door installer	door installer	1
door installer	door installation worker	1
door installer	door fitter	1
door installer	presenter	0
door installer	video jockey presenter	0
door installer	accounting assistant	0
door installer	junior accountant	0
door installer	lottery cashier	0
door installer	lottery retailer cashier	0
door installer	dog breeder	0
fluid power technician	fluid power technician	1
fluid power technician	hydraulic liquid inspector	1
fluid power technician	fluid power operator	1
fluid power technician	recruitment consultant	0
fluid power technician	job placement officer	0
fluid power technician	plastic heat treatment equipment operator	0
fluid power technician	heat treating equipment setter	0
fluid power technician	kosher butcher	0
fluid power technician	kosher meat butcher	0
fluid power technician	drill operator	0
fluid power technician	oil rig driller	0
corporate trainer	corporate trainer	1
corporate trainer	in-company trainer	1
corporate trainer	skills development coach	1
corporate trainer	terrazzo setter	0
corporate trainer	terrazzo layer	0
corporate trainer	emergency ambulance driver	0
corporate trainer	technician in emergency medical care	0
corporate trainer	import export specialist in metals and metal ores	0
corporate trainer	assistant export specialist in metals and metal ores	0
corporate trainer	ship pilot dispatcher	0
corporate trainer	dispatcher of ship pilots	0
steam engineer	steam engineer	1
steam engineer	steam engineering adviser	1
steam engineer	power steam engineer	1
steam engineer	plodder operator	0
steam engineer	soap production worker	0
steam engineer	import export specialist in hardware, plumbing and heating equipment	0
steam engineer	graduate import specialist in hardware, plumbing and heating equipment	0
steam engineer	mixed farmer	0
steam engineer	crofter	0
steam engineer	legislative drafter	0
steam engineer	parliamentary drafter	0
medicine lecturer	medicine lecturer	1
medicine lecturer	clinical lecturer	1
medicine lecturer	university lecturer in medicine	1
medicine lecturer	door installer	0
medicine lecturer	door installation worker	0
medicine lecturer	operations manager	0
medicine lecturer	operations general manager	0
medicine lecturer	advanced nurse practitioner	0
medicine lecturer	clinical trials nurse	0
medicine lecturer	printed circuit board test technician	0
medicine lecturer	pcb tester	0
telephone switchboard operator	telephone switchboard operator	1
telephone switchboard operator	receptionist telephone operator	1
telephone switchboard operator	communication centre operator	1
telephone switchboard operator	soil surveying technician	0
telephone switchboard operator	field survey technician	0
telephone switchboard operator	punch press operator	0
telephone switchboard operator	cnc laser punch press operator	0
telephone switchboard operator	natural resources consultant	0
telephone switchboard operator	resources consultant	0
telephone switchboard operator	sound operator	0
telephone switchboard operator	sound board technician	0
doctors' surgery assistant	doctors' surgery assistant	1
doctors' surgery assistant	cast assistant	1
doctors' surgery assistant	radiology assistant	1
doctors' surgery assistant	soap chipper	0
doctors' surgery assistant	soap chipping machine operator	0
doctors' surgery assistant	physics lecturer	0
doctors' surgery assistant	university physics teacher	0
doctors' surgery assistant	research engineer	0
doctors' surgery assistant	engineering science researcher	0
doctors' surgery assistant	airside safety manager	0
doctors' surgery assistant	aviation safety manager	0
cable jointer	cable jointer	1
cable jointer	electric powerline cabler	1
cable jointer	electricity cable jointer	1
cable jointer	au pair	0
cable jointer	baby sitter	0
cable jointer	recording studio technician	0
cable jointer	studio sound engineer	0
cable jointer	agricultural scientist	0
cable jointer	agricultural biotechnology research scientist	0
cable jointer	power production plant operator	0
cable jointer	electric power station operative	0
horse riding instructor	horse riding instructor	1
horse riding instructor	horse riding teacher	1
horse riding instructor	therapeutic riding instructor	1
horse riding instructor	motor vehicle shop manager	0
horse riding instructor	sales manager motor trade	0
horse riding instructor	head of workshop	0
horse riding instructor	deputy workshop manager	0
horse riding instructor	academic advisor	0
horse riding instructor	degree program guidance practitioner	0
horse riding instructor	aquaculture biologist	0
horse riding instructor	expert in aquaculture biology	0
delivery driver	delivery driver	1
delivery driver	delivery driver	1
delivery driver	pizza delivery person	1
delivery driver	heating, ventilation, air conditioning (and refrigeration) service engineer	0
delivery driver	heating instrument inspector	0
delivery driver	air pollution analyst	0
delivery driver	air quality consultant	0
delivery driver	animal welfare inspector	0
delivery driver	animal social worker	0
delivery driver	boatswain	0
delivery driver	senior crewwoman	0
digital forensics expert	digital forensics expert	1
digital forensics expert	ict forensics expert	1
digital forensics expert	information forensics expert	1
digital forensics expert	clothing fashion designer	0
digital forensics expert	couturier	0
digital forensics expert	fire prevention and protection engineer	0
digital forensics expert	fire protection engineer	0
digital forensics expert	financial broker	0
digital forensics expert	broker	0
digital forensics expert	telecommunications technician	0
digital forensics expert	telecommunications systems technician	0
medical device engineer	medical device engineer	1
medical device engineer	engineer in biomedical systems	1
medical device engineer	engineer of medical devices	1
medical device engineer	private pilot	0
medical device engineer	light aircraft pilot	0
medical device engineer	import export manager in computers, computer peripheral equipment and software	0
medical device engineer	graduate export manager in computers, computer peripheral equipment and software	0
medical device engineer	soap drier operator	0
medical device engineer	flaker operator	0
medical device engineer	solar energy sales consultant	0
medical device engineer	solar power sales advisor	0
telecommunication equipment shop manager	telecommunication equipment shop manager	1
telecommunication equipment shop manager	phone store manager	1
telecommunication equipment shop manager	mobile phone and devices shop manager	1
telecommunication equipment shop manager	business journalist	0
telecommunication equipment shop manager	business & finance journalist	0
telecommunication equipment shop manager	extra	0
telecommunication equipment shop manager	background actress	0
telecommunication equipment shop manager	recreation policy officer	0
telecommunication equipment shop manager	sports and recreation policy advisor	0
telecommunication equipment shop manager	tourist information officer	0
telecommunication equipment shop manager	tourist point information officer	0
import export manager in agricultural machinery and equipment	import export manager in agricultural machinery and equipment	1
import export manager in agricultural machinery and equipment	assistant export manager in agricultural machinery and equipment	1
import export manager in agricultural machinery and equipment	assistant import manager in agricultural machinery and equipment	1
import export manager in agricultural machinery and equipment	sales engineer	0
import export manager in agricultural machinery and equipment	pcv sales technician	0
import export manager in agricultural machinery and equipment	physics technician	0
import export manager in agricultural machinery and equipment	physics lab technician	0
import export manager in agricultural machinery and equipment	manufactured wooden building assembler	0
import export manager in agricultural machinery and equipment	prefab house joiner	0
import export manager in agricultural machinery and equipment	archive manager	0
import export manager in agricultural machinery and equipment	archivist	0
quantity surveyor	quantity surveyor	1
quantity surveyor	qs	1
quantity surveyor	quntity surveyor	1
quantity surveyor	stamping press operator	0
quantity surveyor	stamp press operative	0
quantity surveyor	textile machinery technician	0
quantity surveyor	textile machinery installer	0
quantity surveyor	secretary	0
quantity surveyor	secretarial assistant	0
quantity surveyor	philosophy lecturer	0
quantity surveyor	university philosophy teacher	0
vessel operations coordinator	vessel operations coordinator	1
vessel operations coordinator	shipping traffic coordinator	1
vessel operations coordinator	voc	1
vessel operations coordinator	exhibition curator	0
vessel operations coordinator	art gallery curator	0
vessel operations coordinator	personal trainer	0
vessel operations coordinator	well-being personal trainer	0
vessel operations coordinator	rigging supervisor	0
vessel operations coordinator	rigging and lifting supervisor	0
vessel operations coordinator	fight director	0
vessel operations coordinator	sword fight director	0
historian	historian	1
historian	diplomatic historian	1
historian	historians	1
historian	footwear hand sewer	0
historian	mocassin sewer	0
historian	agricultural technician	0
historian	assistant in agricultural research	0
historian	outdoor activities instructor	0
historian	outdoor pursuits group leader	0
historian	computer hardware engineer	0
historian	specialist it hardware engineer	0
ICT security consultant	ict security consultant	1
ICT security consultant	it security expert	1
ICT security consultant	it security consultant	1
ICT security consultant	dental hygienist	0
ICT security consultant	dental therapist	0
ICT security consultant	agriculture, forestry and fishery vocational teacher	0
ICT security consultant	vocational educator in agriculture, fishery and forestry	0
ICT security consultant	surface mine plant operator	0
ICT security consultant	quarry earth moving equipment operative	0
ICT security consultant	wholesale merchant in textile industry machinery	0
ICT security consultant	senior wholesale merchant in textile industry machinery	0
chemical production manager	chemical production manager	1
chemical production manager	chemical production director	1
chemical production manager	chemical operations manager	1
chemical production manager	integrated circuit design engineer	0
chemical production manager	integrated circuit designer	0
chemical production manager	tool and die maker	0
chemical production manager	tool machine operative	0
chemical production manager	rolling stock assembler	0
chemical production manager	railcar assembler	0
chemical production manager	textile colourist	0
chemical production manager	colorist dyer	0
child care social worker	child care social worker	1
child care social worker	social worker (child protection)	1
child care social worker	social worker (looked after children)	1
child care social worker	physical education vocational teacher	0
child care social worker	teacher of vocational physical education	0
child care social worker	varnish maker	0
child care social worker	varnish production process operative	0
child care social worker	dental practitioner	0
child care social worker	principal dentist	0
child care social worker	building construction worker	0
child care social worker	construction site worker	0
air traffic manager	air traffic manager	1
air traffic manager	air traffic operations supervisor	1
air traffic manager	air traffic supervisor	1
air traffic manager	stop-motion animator	0
air traffic manager	stop motion animation specialist	0
air traffic manager	foundry manager	0
air traffic manager	process manager	0
air traffic manager	labour market policy officer	0
air traffic manager	labor policy officer	0
air traffic manager	gas transmission system operator	0
air traffic manager	gas transmission system operative	0
ICT teacher secondary school	ict teacher secondary school	1
ICT teacher secondary school	high school information and communication technology teacher	1
ICT teacher secondary school	teacher of ict in high school	1
ICT teacher secondary school	fertiliser mixer	0
ICT teacher secondary school	fertiliser mixing machine operator	0
ICT teacher secondary school	geological engineer	0
ICT teacher secondary school	construction geologist	0
ICT teacher secondary school	blanching operator	0
ICT teacher secondary school	blancher	0
ICT teacher secondary school	sewerage cleaner	0
lime kiln operator	lime kiln operator	1
lime kiln operator	vertical kiln operator	1
lime kiln operator	draw kiln operator	1
lime kiln operator	dangerous goods safety adviser	0
lime kiln operator	dangerous goods safety person	0
lime kiln operator	wholesale merchant in electronic and telecommunications equipment and parts	0
lime kiln operator	senior wholesale merchant in electronic and telecommunications equipment and parts	0
lime kiln operator	public speaking coach	0
lime kiln operator	public speaking mentor	0
lime kiln operator	animal physiotherapist	0
lime kiln operator	animal physical threapist	0
water-based aquaculture technician	water-based aquaculture technician	1
water-based aquaculture technician	water-based fish farm technician	1
water-based aquaculture technician	water-based fisheries technician	1
water-based aquaculture technician	dietetic technician	0
water-based aquaculture technician	medical dietetics technician	0
water-based aquaculture technician	animal feed supervisor	0
water-based aquaculture technician	animal feed production processor	0
water-based aquaculture technician	ict information and knowledge manager	0
water-based aquaculture technician	it knowledge manager	0
water-based aquaculture technician	beverages specialised seller	0
water-based aquaculture technician	alcoholic beverages store specialised salesperson	0
meteorology technician	meteorology technician	1
meteorology technician	atmospheric scientist technician	1
meteorology technician	meteorological technician	1
meteorology technician	e-learning developer	0
meteorology technician	elearning developers	0
meteorology technician	corporate trainer	0
meteorology technician	in-company trainer	0
meteorology technician	mobile crane operator	0
meteorology technician	lorry-mounted crane driver	0
meteorology technician	food production planner	0
meteorology technician	food production planning expert	0
chemist	chemist	1
chemist	toxicologist	1
chemist	chemical researcher	1
chemist	venue programmer	0
chemist	dance programmer	0
chemist	stonemason	0
chemist	craft stonemason	0
chemist	financial trader	0
chemist	quantitative trader	0
chemist	fitness instructor	0
chemist	strength and conditioning coach	0
ammunition specialised seller	ammunition specialised seller	1
ammunition specialised seller	firearms salesperson	1
ammunition specialised seller	hunting equipment specialised seller	1
ammunition specialised seller	fact checker	0
ammunition specialised seller	researcher/fact checker	0
ammunition specialised seller	fisheries master	0
ammunition specialised seller	master of fishing vessel	0
ammunition specialised seller	archaeology lecturer	0
ammunition specialised seller	instructor in archaeology	0
ammunition specialised seller	modern languages lecturer	0
ammunition specialised seller	modern languages teacher	0
sound operator	sound operator	1
sound operator	sound board technician	1
sound operator	sound board operator	1
sound operator	aircraft dispatcher	0
sound operator	airline dispatcher	0
sound operator	consultant social worker	0
sound operator	social work consultant	0
sound operator	capsule filling machine operator	0
sound operator	pharmaceutical machine operative	0
sound operator	social work lecturer	0
sound operator	university lecturer in social work and social policy	0
laundry worker	laundry worker	1
laundry worker	dry cleaning worker	1
laundry worker	laundry and dry cleaning operator	1
laundry worker	provincial governor	0
laundry worker	state governor	0
laundry worker	toymaker	0
laundry worker	plaything repairer	0
laundry worker	motor vehicle shop manager	0
laundry worker	sales manager motor trade	0
laundry worker	inland water transport general manager	0
laundry worker	manager of inland water transport	0
biotechnical technician	biotechnical technician	1
biotechnical technician	biotechnological laboratory technician	1
biotechnical technician	biotechnical laboratory worker	1
biotechnical technician	script writer	0
biotechnical technician	tv script writer	0
biotechnical technician	poultry sexer	0
biotechnical technician	chicken sexer	0
biotechnical technician	sensor engineering technician	0
biotechnical technician	assistant in sensor engineering	0
biotechnical technician	location manager	0
biotechnical technician	film location coordinator	0
granulator machine operator	granulator machine operator	1
granulator machine operator	pharmaceutical granulating machine operator	1
granulator machine operator	granulating machine operator	1
granulator machine operator	toys and games shop manager	0
granulator machine operator	models and games store manager	0
granulator machine operator	animal hydrotherapist	0
granulator machine operator	animal hydrotherapists	0
granulator machine operator	drafter	0
granulator machine operator	draftsperson	0
granulator machine operator	fragrance chemist	0
granulator machine operator	perfume and cosmetics formulator	0
audio describer	audio describer	1
audio describer	audio description expert	1
audio describer	video describer	1
audio describer	airline transport pilot	0
audio describer	aircraft captain	0
audio describer	laundry ironer	0
audio describer	presser	0
audio describer	metal engraver	0
audio describer	precious metal engraver	0
audio describer	coating machine operator	0
audio describer	coater operator	0
construction general supervisor	construction general supervisor	1
construction general supervisor	constructtion general supervisor	1
construction general supervisor	construction programme supervisor	1
construction general supervisor	avionics inspector	0
construction general supervisor	aviation safety inspector	0
construction general supervisor	sterile services technician	0
construction general supervisor	disinfection assistant	0
construction general supervisor	drama teacher secondary school	0
construction general supervisor	dramatic arts teacher secondary school	0
construction general supervisor	electronic equipment assembler	0
construction general supervisor	electronics assembler	0
chief marketing officer	chief marketing officer	1
chief marketing officer	chief commercial strategist	1
chief marketing officer	head of marketing	1
chief marketing officer	respiratory therapy technician	0
chief marketing officer	oxygen therapy technician	0
chief marketing officer	motorcycle instructor	0
chief marketing officer	motorcycle driving instructor	0
chief marketing officer	meat preparations operator	0
chief marketing officer	meatworker	0
chief marketing officer	night auditor	0
chief marketing officer	night time customer auditor	0
field survey manager	field survey manager	1
field survey manager	field survey project manager	1
field survey manager	survey field manager	1
field survey manager	pyrotechnic designer	0
field survey manager	pyrotechnician & choreographer	0
field survey manager	distillery miller	0
field survey manager	distillery grain miller	0
field survey manager	fruit and vegetables distribution manager	0
field survey manager	senior fruit and vegetables distribution manager	0
field survey manager	mine ventilation engineer	0
field survey manager	ventilation officer	0
boring machine operator	boring machine operator	1
boring machine operator	borer operating technician	1
boring machine operator	vertical boring machine operator	1
boring machine operator	commissioning technician	0
boring machine operator	financial auditor	0
boring machine operator	internal auditor	0
boring machine operator	milk heat treatment process operator	0
boring machine operator	milk treatment operator	0
boring machine operator	motorcycle delivery person	0
boring machine operator	timed delivery motorcycle driver	0
musical conductor	musical conductor	1
musical conductor	choir leader	1
musical conductor	band leader	1
musical conductor	mine planning engineer	0
musical conductor	mine production scheduler	0
musical conductor	catcher	0
musical conductor	poultry gatherer	0
musical conductor	tobacco specialised seller	0
musical conductor	cigarette specialised seller	0
musical conductor	system configurator	0
musical conductor	systems configurator	0
leather goods production supervisor	leather goods production supervisor	1
leather goods production supervisor	leather goods cutting room supervisor	1
leather goods production supervisor	leather goods closing room supervisor	1
leather goods production supervisor	newspaper editor	0
leather goods production supervisor	news editor	0
leather goods production supervisor	cartoonist	0
leather goods production supervisor	political cartoonist	0
leather goods production supervisor	building cleaner	0
leather goods production supervisor	janitor	0
leather goods production supervisor	import export specialist in watches and jewellery	0
leather goods production supervisor	assistant import export specialist in watches and jewellery	0
renewable energy engineer	renewable energy engineer	1
renewable energy engineer	renewables engineer	1
renewable energy engineer	project engineer, pv array	1
renewable energy engineer	post office counter clerk	0
renewable energy engineer	mail services counter clerk	0
renewable energy engineer	security alarm investigator	0
renewable energy engineer	residential alarm system specialist	0
renewable energy engineer	bathroom fitter	0
renewable energy engineer	replacement bathroom installer	0
renewable energy engineer	ict quality assurance manager	0
renewable energy engineer	ict quality manager	0
microelectronics engineering technician	microelectronics engineering technician	1
microelectronics engineering technician	microelectronics technician	1
microelectronics engineering technician	micro-electronics engineering technician	1
microelectronics engineering technician	bridge inspector	0
microelectronics engineering technician	highway structures inspector	0
microelectronics engineering technician	squadron leader	0
microelectronics engineering technician	air force commandant	0
microelectronics engineering technician	special educational needs coordinator	0
microelectronics engineering technician	special educational needs officer	0
microelectronics engineering technician	parking valet	0
microelectronics engineering technician	car parker	0
tower crane operator	tower crane operator	1
tower crane operator	tower crane driver	1
tower crane operator	tower crane operative	1
tower crane operator	oil and gas production manager	0
tower crane operator	oil production manager	0
tower crane operator	gambling manager	0
tower crane operator	gambling general manager	0
tower crane operator	wood fuel pelletiser	0
tower crane operator	wood pelletiser worker	0
tower crane operator	astronaut	0
tower crane operator	cosmonaut	0
refurbishing technician	refurbishing technician	1
refurbishing technician	car engine technician	1
refurbishing technician	van refurbishing technician	1
refurbishing technician	typesetter	0
refurbishing technician	typesetting technician	0
refurbishing technician	policy officer	0
refurbishing technician	policy analyst	0
refurbishing technician	hair removal technician	0
refurbishing technician	depilation specialist	0
refurbishing technician	wholesale merchant in mining, construction and civil engineering machinery	0
refurbishing technician	senior wholesale merchant in  mining, construction and civil engineering machinery	0
investment manager	investment manager	1
investment manager	investment consultant	1
investment manager	global investment manager	1
investment manager	hop farmer	0
investment manager	organic hop farmer	0
investment manager	wholesale merchant in meat and meat products	0
investment manager	business to business seller in meat and meat products	0
investment manager	tracer powder blender	0
investment manager	flammable chemical mixer	0
investment manager	rail logistics coordinator	0
investment manager	rail transportation coordinator	0
call centre agent	call centre agent	1
call centre agent	outbound call center agent	1
call centre agent	call centre taker	1
call centre agent	solar energy engineer	0
call centre agent	solar energy technology engineering specialist	0
call centre agent	call centre analyst	0
call centre agent	trainee data analyst	0
call centre agent	specialised seller	0
call centre agent	specialized sales advisor	0
call centre agent	optomechanical engineer	0
call centre agent	optomechanical technology engineering specialist	0
fur animals breeder	fur animals breeder	1
fur animals breeder	fur animals specialist	1
fur animals breeder	fur animals breeders	1
fur animals breeder	medical device assembler	0
fur animals breeder	medical appliance assembly technician	0
fur animals breeder	stage machinist	0
fur animals breeder	flying system technician	0
fur animals breeder	regulatory affairs manager	0
fur animals breeder	regulatory compliance manager	0
fur animals breeder	horse breeder	0
fur animals breeder	stud specialist	0
secretary of state	secretary of state	1
secretary of state	state secretary	1
secretary of state	senior minister	1
secretary of state	beauty salon manager	0
secretary of state	beauty salon director	0
secretary of state	rescue centre manager	0
secretary of state	rescue centre coordinator	0
secretary of state	migrant social worker	0
secretary of state	migrant advice and support worker	0
secretary of state	forklift operator	0
secretary of state	warehouse forklift operator	0
intelligent lighting engineer	intelligent lighting engineer	1
intelligent lighting engineer	intelligent lighting technician	1
intelligent lighting engineer	automated lighting technician	1
intelligent lighting engineer	airline food service worker	0
intelligent lighting engineer	food services worker	0
intelligent lighting engineer	rubber goods assembler	0
intelligent lighting engineer	rubber goods production operative	0
intelligent lighting engineer	hydrogeologist	0
intelligent lighting engineer	hydrogeological consultant	0
intelligent lighting engineer	parking valet	0
intelligent lighting engineer	car parker	0
missionary	missionary	1
missionary	missions pastor	1
missionary	city missionary	1
missionary	survey enumerator	0
missionary	commercial census taker	0
missionary	health psychologist	0
missionary	specialist healthcare psychologist	0
missionary	hazardous waste technician	0
missionary	waste disposal site compliance technician	0
missionary	stop-motion animator	0
missionary	stop motion animation specialist	0
rolling stock engineering technician	rolling stock engineering technician	1
rolling stock engineering technician	rolling stock equipment assembler	1
rolling stock engineering technician	rolling stock electronic equipment installer	1
rolling stock engineering technician	social security inspector	0
rolling stock engineering technician	single fraud investigation service officer	0
rolling stock engineering technician	medical administrative assistant	0
rolling stock engineering technician	health services administrative assistant	0
rolling stock engineering technician	inland water transport general manager	0
rolling stock engineering technician	manager of inland water transport	0
rolling stock engineering technician	equality and inclusion manager	0
rolling stock engineering technician	employment equity director	0
real estate manager	real estate manager	1
real estate manager	property management agent	1
real estate manager	co-ownership property manager	1
real estate manager	refinery shift manager	0
real estate manager	head of oil refinery	0
real estate manager	ict consultant	0
real estate manager	ict erp consultant	0
real estate manager	cadastral technician	0
real estate manager	cadastral mapping technician	0
real estate manager	heating, ventilation, air conditioning (and refrigeration) drafter	0
real estate manager	heating, ventilation, air conditioning (and refrigeration) draughter	0
civil engineering technician	civil engineering technician	1
civil engineering technician	civil engineering superintendent	1
civil engineering technician	road engineering superintendent	1
civil engineering technician	perfume and cosmetics distribution manager	0
civil engineering technician	graduate perfume and cosmetics distribution manager	0
civil engineering technician	forwarding manager	0
civil engineering technician	freight forwarding agent	0
civil engineering technician	mathematics teacher secondary school	0
civil engineering technician	high school mathematics teacher	0
civil engineering technician	street food vendor	0
civil engineering technician	street food supplier	0
court clerk	court clerk	1
court clerk	senior court clerk	1
court clerk	court administation officer	1
court clerk	electrical engineer	0
court clerk	electrical engineering consultant	0
court clerk	ethical hacker	0
court clerk	system security tester	0
court clerk	occupational therapist	0
court clerk	rehabilitation therapist	0
court clerk	irrigation technician	0
court clerk	irrigation worker	0
textile designer	textile designer	1
textile designer	print designer	1
textile designer	textile design expert	1
textile designer	performance artist	0
textile designer	impersonator	0
textile designer	emergency response worker	0
textile designer	first responder	0
textile designer	nailing machine operator	0
textile designer	nailing machinist	0
textile designer	employment and vocational integration consultant	0
textile designer	outplacement consultant	0
pharmaceutical quality specialist	pharmaceutical quality specialist	1
pharmaceutical quality specialist	pharmaceutical quality technician	1
pharmaceutical quality specialist	pharmaceutical quality control specialist	1
pharmaceutical quality specialist	crosscut saw operator	0
pharmaceutical quality specialist	crosscut saw specialist	0
pharmaceutical quality specialist	matrose	0
pharmaceutical quality specialist	ab	0
pharmaceutical quality specialist	performance hairdresser	0
pharmaceutical quality specialist	hair and wig stylist	0
pharmaceutical quality specialist	costume attendant	0
pharmaceutical quality specialist	costume continuity attendant	0
water conservation technician	water conservation technician	1
water conservation technician	water conservation officer	1
water conservation technician	water conservation specialist	1
water conservation technician	wearing apparel patternmaker	0
water conservation technician	bespoke wearing apparel patternmaker	0
water conservation technician	pyrotechnic designer	0
water conservation technician	pyrotechnician & choreographer	0
water conservation technician	animation layout artist	0
water conservation technician	layout technical director	0
water conservation technician	wastewater engineer	0
water conservation technician	wastewater technology engineering consultant	0
briquetting machine operator	briquetting machine operator	1
briquetting machine operator	briquet machine operator	1
briquetting machine operator	briquetting machine operators	1
briquetting machine operator	respiratory therapy technician	0
briquetting machine operator	oxygen therapy technician	0
briquetting machine operator	offset printer	0
briquetting machine operator	newspaper printer	0
briquetting machine operator	manufacturing engineer	0
briquetting machine operator	manufacturing engineering adviser	0
briquetting machine operator	domestic housekeeper	0
briquetting machine operator	house caretaker couple	0
sectional belt mould assembler	sectional belt mould assembler	1
sectional belt mould assembler	v-belt moulder	1
sectional belt mould assembler	v-belt mold assembler	1
sectional belt mould assembler	deck officer	0
sectional belt mould assembler	ship first officer	0
sectional belt mould assembler	clothing technologist	0
sectional belt mould assembler	clothing production engineer	0
sectional belt mould assembler	park guide	0
sectional belt mould assembler	ranger	0
sectional belt mould assembler	vessel assembly supervisor	0
sectional belt mould assembler	boat assembly safety supervisor	0
